"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score MS Amanda 2.0: MS Amanda 2.0"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): MS Amanda 2.0"	"# Peptides (by Search Engine): Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Adj. P-Value: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Variability [%]: (Aortic_Aneurism) / (Healthy)"	"Abundances (Grouped): Aortic_Aneurism"	"Abundances (Grouped): Healthy"	"Abundances (Grouped) CV [%]: Aortic_Aneurism"	"Abundances (Grouped) CV [%]: Healthy"	"Found in Sample: [S1] F1: Sample, 10364, Aortic_Aneurism, 1"	"Found in Sample: [S2] F2: Sample, 10364, Aortic_Aneurism, 2"	"Found in Sample: [S3] F3: Sample, 10367, Aortic_Aneurism, 1"	"Found in Sample: [S4] F4: Sample, 10367, Aortic_Aneurism, 2"	"Found in Sample: [S5] F5: Sample, VD2100020, Aortic_Aneurism, 1"	"Found in Sample: [S6] F6: Sample, VD2100020, Aortic_Aneurism, 2"	"Found in Sample: [S7] F7: Sample, VD2100023, Aortic_Aneurism, 1"	"Found in Sample: [S8] F8: Sample, VD2100023, Aortic_Aneurism, 2"	"Found in Sample: [S9] F9: Sample, VD2100042, Aortic_Aneurism, 1"	"Found in Sample: [S10] F10: Sample, VD2100042, Aortic_Aneurism, 2"	"Found in Sample: [S11] F11: Sample, VD2100089, Aortic_Aneurism, 1"	"Found in Sample: [S12] F12: Sample, VD2100089, Aortic_Aneurism, 2"	"Found in Sample: [S13] F13: Sample, VD2100127, Aortic_Aneurism, 1"	"Found in Sample: [S14] F14: Sample, VD2100127, Aortic_Aneurism, 2"	"Found in Sample: [S15] F15: Sample, VD2100143, Aortic_Aneurism, 1"	"Found in Sample: [S16] F16: Sample, VD2100143, Aortic_Aneurism, 2"	"Found in Sample: [S17] F17: Sample, VD2200046, Aortic_Aneurism, 1"	"Found in Sample: [S18] F18: Sample, VD2200046, Aortic_Aneurism, 2"	"Found in Sample: [S21] F21: Sample, VD2300002, Aortic_Aneurism, 1"	"Found in Sample: [S22] F22: Sample, VD2300002, Aortic_Aneurism, 2"	"Found in Sample: [S23] F23: Sample, VD2300004, Aortic_Aneurism, 1"	"Found in Sample: [S24] F24: Sample, VD2300004, Aortic_Aneurism, 2"	"Found in Sample: [S25] F25: Sample, VD2300023, Aortic_Aneurism, 1"	"Found in Sample: [S26] F26: Sample, VD2300023, Aortic_Aneurism, 2"	"Found in Sample: [S27] F27: Sample, VD2300050, Aortic_Aneurism, 1"	"Found in Sample: [S28] F28: Sample, VD2300050, Aortic_Aneurism, 2"	"Found in Sample: [S29] F29: Sample, VD2300066, Aortic_Aneurism, 1"	"Found in Sample: [S30] F30: Sample, VD2300066, Aortic_Aneurism, 2"	"Found in Sample: [S31] F31: Sample, VD2300083, Aortic_Aneurism, 1"	"Found in Sample: [S32] F32: Sample, VD2300083, Aortic_Aneurism, 2"	"Found in Sample: [S33] F33: Sample, VD2300087, Aortic_Aneurism, 1"	"Found in Sample: [S34] F34: Sample, VD2300087, Aortic_Aneurism, 2"	"Found in Sample: [S35] F35: Sample, VD2300117, Aortic_Aneurism, 1"	"Found in Sample: [S36] F36: Sample, VD2300117, Aortic_Aneurism, 2"	"Found in Sample: [S37] F37: Sample, VD2400050, Aortic_Aneurism, 1"	"Found in Sample: [S38] F38: Sample, VD2400050, Aortic_Aneurism, 2"	"Found in Sample: [S39] F39: Sample, VD2400066, Aortic_Aneurism, 1"	"Found in Sample: [S40] F40: Sample, VD2400066, Aortic_Aneurism, 2"	"Found in Sample: [S41] F41: Sample, FA1, Aortic_Aneurism, 1"	"Found in Sample: [S42] F42: Sample, FA1, Aortic_Aneurism, 2"	"Found in Sample: [S43] F43: Sample, FA3, Aortic_Aneurism, 1"	"Found in Sample: [S44] F44: Sample, FA3, Aortic_Aneurism, 2"	"Found in Sample: [S45] F45: Sample, FA5, Aortic_Aneurism, 1"	"Found in Sample: [S46] F46: Sample, FA5, Aortic_Aneurism, 2"	"Found in Sample: [S48] F48: Sample, FA6, Aortic_Aneurism, 2"	"Found in Sample: [S49] F49: Sample, FA7, Aortic_Aneurism, 1"	"Found in Sample: [S50] F50: Sample, FA7, Aortic_Aneurism, 2"	"Found in Sample: [S65] F65: Sample, FA6, Aortic_Aneurism, 1"	"Found in Sample: [S51] F51: Sample, SCALA50-----, Healthy, 1"	"Found in Sample: [S52] F52: Sample, SCALA50-----, Healthy, 2"	"Found in Sample: [S53] F53: Sample, 245AIT, Healthy, 1"	"Found in Sample: [S54] F54: Sample, 245AIT, Healthy, 2"	"Found in Sample: [S55] F55: Sample, 284AIT, Healthy, 1"	"Found in Sample: [S56] F56: Sample, 284AIT, Healthy, 2"	"Found in Sample: [S57] F57: Sample, 230AIT, Healthy, 1"	"Found in Sample: [S58] F58: Sample, 230AIT, Healthy, 2"	"Found in Sample: [S59] F59: Sample, 161FCP/FA, Healthy, 1"	"Found in Sample: [S60] F60: Sample, 161FCP/FA, Healthy, 2"	"Found in Sample: [S61] F61: Sample, 279TCFA/HR, Healthy, 1"	"Found in Sample: [S62] F62: Sample, 279TCFA/HR, Healthy, 2"	"Found in Sample: [S63] F63: Sample, 282HR, Healthy, 1"	"Found in Sample: [S64] F64: Sample, 282HR, Healthy, 2"	"# Protein Groups"	"Modifications"
"430045050937438311"	"True"	"High"	"IsMasterProtein"	"P08138"	"Tumor necrosis factor receptor superfamily member 16"	"0.000"	"13.942"	"5"	"1"	"2"	"1"	"427"	"45.2"	"4.70"	""	"9.03"	""	"1"	"cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf00020, Pf00531, Pf18422"	"4804"	"ENSG00000064300"	"NGFR"	"B2R961; B4E096; hsa:4804; P08138"	"Brain-derived neurotrophic factor (BDNF) signaling; Spinal cord injury; Focal adhesion: PI3K-Akt-mTOR-signaling; PI3K-Akt signaling; Ras signaling; Hippo signaling regulation; Hippo-Merlin signaling dysregulation; Neural crest cell migration during development; Neural crest cell migration in cancer; mBDNF and proBDNF regulation of GABA neurotransmission; Pleural mesothelioma; Neurogenesis regulation in the olfactory epithelium; Cell lineage map for neuronal differentiation; Cytokine-cytokine receptor interaction; Hallmark of cancer: sustaining proliferative signaling"	"NRAGE signals death through JNK; p75NTR recruits signalling complexes; NF-kB is activated and signals survival; p75NTR negatively regulates cell cycle via SC1; Ceramide signalling; NFG and proNGF binds to p75NTR; NADE modulates death signalling; NRIF signals cell death from the nucleus; Axonal growth stimulation; Axonal growth inhibition (RHOA activation); Regulated proteolysis of p75NTR"	"26"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"50.16"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"5394846730023349610"	"True"	"High"	"IsMasterProtein"	"P55081"	"Microfibrillar-associated protein 1"	"0.000"	"13.902"	"6"	"1"	"1"	"1"	"439"	"51.9"	"4.98"	""	"3.94"	""	"1"	"RNA metabolism OR transcription;other metabolic processes"	"extracellular matrix;cytoskeleton;nucleus"	""	"Pf06991"	"4236"	"ENSG00000140259"	"MFAP1"	"hsa:4236; P55081; Q86TG6"	"Canonical and non-canonical Notch signaling; Ciliary landscape"	"mRNA Splicing - Major Pathway"	"3"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"4.20"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"1010665989767425721"	"True"	"High"	"IsMasterProtein"	"Q96CS3"	"FAS-associated factor 2"	"0.000"	"13.781"	"4"	"1"	"2"	"1"	"445"	"52.6"	"5.62"	"287.22"	"4.13"	"1"	"1"	"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport"	"non-structural extracellular;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component"	"enzyme regulator activity;other molecular function"	"Pf00789, Pf21021, Pf22566"	"23197"	"ENSG00000113194"	"FAF2"	"hsa:23197; O94963; Q8IUF2; Q96CS3; Q9BRP2; Q9BVM7"	"5q35 copy number variation"	"Neutrophil degranulation; RHOA GTPase cycle"	"3"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"87.37"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-6880355764133463335"	"True"	"High"	"IsMasterProtein"	"P26358"	"DNA (cytosine-5)-methyltransferase 1"	"0.000"	"13.430"	"2"	"2"	"4"	"2"	"1616"	"183.1"	"7.75"	"603.69"	"5.65"	"2"	"2"	"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00145, Pf01426, Pf02008, Pf06464, Pf12047"	"1786"	"ENSG00000130816"	"DNMT1"	"A0AV63; B7ZLW6; hsa:1786; P26358; Q9UHG5; Q9ULA2; Q9UMZ6"	"Trans-sulfuration pathway; One-carbon metabolism; Retinoblastoma gene in cancer; Hematopoietic stem cell gene regulation by GABP alpha/beta complex; MTHFR deficiency; Spina bifida; Hallmark of cancer: non-mutational epigenetic reprogramming"	"SUMOylation of DNA methylation proteins; NoRC negatively regulates rRNA expression; STAT3 nuclear events downstream of ALK signaling; PRC2 methylates histones and DNA; Defective pyroptosis; DNA methylation; Nuclear events stimulated by ALK signaling in cancer"	"14"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"86.15"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-4910055014827061803"	"True"	"High"	"IsMasterProtein"	"Q14653"	"Interferon regulatory factor 3"	"0.000"	"13.424"	"6"	"1"	"1"	"1"	"427"	"47.2"	"5.34"	""	"4.11"	""	"1"	"RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes"	"cytosol;mitochondrion;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00605, Pf10401"	"3661"	"ENSG00000126456"	"IRF3"	"A8K7L2; B2RAZ3; hsa:3661; Q14653; Q5FBY1; Q5FBY2; Q5FBY4; Q7Z5G6"	"Apoptosis; TLR4 signaling and tolerance; Toll-like receptor signaling related to MyD88; Novel intracellular components of RIG-I-like receptor pathway; Fibrin complement receptor 3 signaling; White fat cell differentiation; Ebola virus infection in host; Measles virus infection; Cytosolic DNA-sensing pathway; Hepatitis B infection; Type I interferon induction and signaling during SARS-CoV-2 infection; Host-pathogen interaction of human coronaviruses - interferon induction; SARS coronavirus and innate immunity; STING pathway in Kawasaki-like disease and COVID-19; Mitochondrial immune response to SARS-CoV-2; SARS-CoV-2 innate immunity evasion and cell-specific immune response; Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway; SARS-CoV-2 B.1.1.7 variant antagonises innate immune activation; Lung pathology of COVID-19; Urotensin-II-mediated signaling; Induction of autophagy and toll-like receptor signaling by graphene oxide ; Toll-like receptor signaling"	"ISG15 antiviral mechanism; SARS-CoV-2 activates/modulates innate and adaptive immune responses; Activation of IRF3, IRF7 mediated by TBK1, IKKe (IKBKE); Interferon gamma signaling; Interferon alpha/beta signaling; Negative regulators of DDX58/IFIH1 signaling; TICAM1-dependent activation of IRF3/IRF7; SARS-CoV-1 activates/modulates innate immune responses; TRAF3-dependent IRF activation pathway; TRAF6 mediated IRF7 activation; Evasion by RSV of host interferon responses; Regulation of innate immune responses to cytosolic DNA; IRF3-mediated induction of type I IFN; LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production; IRF3 mediated activation of type 1 IFN"	"38"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"20.78"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"6888826320597161834"	"True"	"High"	"IsMasterProtein"	"Q16630"	"Cleavage and polyadenylation specificity factor subunit 6"	"0.000"	"12.999"	"5"	"1"	"5"	"1"	"551"	"59.2"	"7.15"	""	"18.62"	""	"1"	"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus;other cell component"	"translation activity;nucleic acid binding activity;other molecular function"	"Pf00076"	"11052"	"ENSG00000111605"	"CPSF6"	"A8K7K9; hsa:11052; Q16630; Q53ES1; Q9BSJ7; Q9BW18"	""	"Signaling by cytosolic FGFR1 fusion mutants; Signaling by FGFR1 in disease"	"2"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"46.60"	""	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-475333416762784380"	"True"	"High"	"IsMasterProtein"	"P43007"	"Neutral amino acid transporter A"	"0.000"	"12.992"	"5"	"1"	"1"	"1"	"532"	"55.7"	"6.25"	""	"3.94"	""	"1"	"cell-cell signaling;transport;other biological processes"	"plasma membrane;other membranes;cytoskeleton;other cell component"	"transporter activity"	"Pf00375"	"6509"	"ENSG00000115902"	"SLC1A4"	"B7Z3C0; D6W5F0; hsa:6509; P43007"	"miR-targeted genes in leukocytes; miR-targeted genes in lymphocytes; miR-targeted genes in muscle cell; Neuroinflammation and glutamatergic signaling"	"Amino acid transport across the plasma membrane"	"5"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-867231523467416798"	"True"	"High"	"IsMasterProtein"	"Q6K0P9"	"Pyrin and HIN domain-containing protein 1"	"0.000"	"12.943"	"5"	"3"	"102"	"1"	"492"	"55.0"	"9.80"	"10674.40"	"119.65"	"3"	"3"	"other biological processes"	"cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf02758, Pf02760"	"149628"	"ENSG00000163564"	"PYHIN1"	"hsa:149628; Q5T3W6; Q6K0P6; Q6K0P7; Q6K0P8; Q6K0P9; Q8WW65"	""	""	"0"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"49.34"	""	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-7040769112947432832"	"True"	"High"	"IsMasterProtein"	"Q96EY1"	"DnaJ homolog subfamily A member 3, mitochondrial"	"0.000"	"12.642"	"5"	"1"	"2"	"1"	"480"	"52.5"	"9.26"	""	"8.56"	""	"1"	"cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;mitochondrion;nucleus;other cell component"	"signal transduction activity or receptor binding;enzyme regulator activity;other molecular function"	"Pf00226, Pf00684, Pf01556"	"9093"	"ENSG00000103423; ENSG00000276726"	"DNAJA3"	"B2RAJ5; B4DI33; E7ES32; hsa:9093; O75472; Q8WUJ6; Q8WXJ3; Q96D76; Q96EY1; Q96IV1; Q9NYH8"	""	""	"0"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"31.16"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-1102059886782994205"	"True"	"High"	"IsMasterProtein"	"Q9UN36"	"Protein NDRG2"	"0.000"	"12.475"	"6"	"1"	"1"	"1"	"371"	"40.8"	"5.21"	""	"3.78"	""	"1"	"cell cycle OR cell proliferation;signal transduction;other biological processes"	"cytosol;ER/Golgi;nucleus;other cell component"	""	"Pf03096"	"57447"	"ENSG00000165795"	"NDRG2"	"B3KUE3; B4DE86; B7WP11; B7WPD5; D3DS07; D3DS10; hsa:57447; Q567T1; Q68DW2; Q86U08; Q86U46; Q96FD3; Q96FT0; Q96JU0; Q96PN0; Q9BQH5; Q9ULH2; Q9UN36"	""	""	"0"	"0"	"0.010"	"2.17559523809524E-16"	""	""	"200.0"	""	"37.39"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-2523415922773781630"	"True"	"High"	"IsMasterProtein"	"Q9Y3C1"	"Nucleolar protein 16"	"0.000"	"12.276"	"8"	"1"	"6"	"1"	"178"	"21.2"	"9.94"	"919.54"	"9.76"	"1"	"1"	"other biological processes"	"nucleus;other cell component"	""	"Pf09420"	"51491"	"ENSG00000048162"	"NOP16"	"B4DV13; D6RGD3; hsa:51491; Q05D05; Q6IAI6; Q6PIM0; Q8IXL5; Q9Y3C1"	"5q35 copy number variation"	""	"1"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"33.46"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-8559290960834017297"	"True"	"High"	"IsMasterProtein"	"O14976"	"Cyclin-G-associated kinase"	"0.000"	"12.055"	"1"	"1"	"2"	"1"	"1311"	"143.1"	"5.73"	"303.53"	"3.05"	"1"	"1"	"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;other biological processes"	"cytosol;ER/Golgi;other cell component"	"kinase activity;other molecular function"	"Pf00069, Pf10409"	"2580"	"ENSG00000178950"	"GAK"	"hsa:2580; O14976; Q5U4P5; Q9BVY6"	"miR-targeted genes in leukocytes; miR-targeted genes in lymphocytes; miR-targeted genes in muscle cell"	"Golgi Associated Vesicle Biogenesis; Clathrin-mediated endocytosis"	"5"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
